,ID,Title,Summary,Link,Published
17,635,What to expect when recreational marijuana sales start in Michigan Sunday - mlive.com,"<a href=""https://news.google.com/__i/rss/rd/articles/CBMifmh0dHBzOi8vd3d3Lm1saXZlLmNvbS9wdWJsaWMtaW50ZXJlc3QvMjAxOS8xMS93aGF0LXRvLWV4cGVjdC13aGVuLXJlY3JlYXRpb25hbC1tYXJpanVhbmEtc2FsZXMtc3RhcnQtaW4tbWljaGlnYW4tdG9tb3Jyb3cuaHRtbNIBAA?oc=5"" target=""_blank"">What to expect when recreational marijuana sales start in Michigan Sunday</a>&nbsp;&nbsp;<font color=""#6f6f6f"">mlive.com</font><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpsXy1fQWpvQU1FYVlNZzBYdDRfRzRLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong>",https://news.google.com/__i/rss/rd/articles/CBMifmh0dHBzOi8vd3d3Lm1saXZlLmNvbS9wdWJsaWMtaW50ZXJlc3QvMjAxOS8xMS93aGF0LXRvLWV4cGVjdC13aGVuLXJlY3JlYXRpb25hbC1tYXJpanVhbmEtc2FsZXMtc3RhcnQtaW4tbWljaGlnYW4tdG9tb3Jyb3cuaHRtbNIBAA?oc=5,30/11/2019
18,636,"B&H launches Cyber Monday AirPods Pro deal, stock shipping soon - AppleInsider","<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8xOS8xMS8zMC9iaC1sYXVuY2hlcy1jeWJlci1tb25kYXktYWlycG9kcy1wcm8tZGVhbC1zdG9jay1zaGlwcGluZy1zb29u0gEA?oc=5"" target=""_blank"">B&H launches Cyber Monday AirPods Pro deal, stock shipping soon</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AppleInsider</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vbmV3cy9pcGFkLWhpdHMtbG93ZXN0LXByaWNlLWV2ZXItd2h5LW5vdy1hbWF6b27SAQA?oc=5"" target=""_blank"">Hurry! iPad at lowest ever price at under $230, but not for long</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechRadar</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiogFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2dvcmRvbmtlbGx5LzIwMTkvMTEvMzAvYXBwbGUtY3liZXItbW9uZGF5LTIwMTktYmVzdC1kZWFscy1haXJwb2RzLXByby1hcHBsZS13YXRjaC1zZXJpZXM1LWlwaG9uZS1wcm8taXBhZC1tYWNib29rLXByby1hcHBsZS10di1zYWxlcy_SAQA?oc=5"" target=""_blank"">Apple Cyber Monday 2019: AirPods Pro, iPad, iPhone, New MacBook Pro Deals [Updated]</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vd3d3LmxvdWRlcnNvdW5kLmNvbS9mZWF0dXJlcy9iZXN0LWN5YmVyLW1vbmRheS1hcHBsZS1haXJwb2RzLWRlYWxzLXNhdmUtYmlnLW9uLWFwcGxlLWFpcnBvZHMtMi1hbmQtYWlycG9kcy1wcm_SAQA?oc=5"" target=""_blank"">Best Cyber Monday Apple AirPods deals: save BIG on Apple AirPods 2 and AirPods Pro</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Louder</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiPmh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9hcHBsZS1pcGFkLWN5YmVyLW1vbmRheS0yMDE5LWRlYWwv0gEA?oc=5"" target=""_blank"">Cyber Monday Deal: The New iPad 10.2 Is Just $229 ($100 off)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WIRED</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlqMW9uQmpvQU1FVFVWcnZGdGJ5ZDJLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8xOS8xMS8zMC9iaC1sYXVuY2hlcy1jeWJlci1tb25kYXktYWlycG9kcy1wcm8tZGVhbC1zdG9jay1zaGlwcGluZy1zb29u0gEA?oc=5,30/11/2019
19,637,The Best Black Friday Deals 2019 | This Morning - This Morning,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9b2hvRXRFOEs0ak3SAQA?oc=5"" target=""_blank"">The Best Black Friday Deals 2019 | This Morning</a>&nbsp;&nbsp;<font color=""#6f6f6f"">This Morning</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9U0N6dDR1TXdhdWvSAQA?oc=5"" target=""_blank"">The best Black Friday deals</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ABC News</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpoZzVIQmpvQU1FUWRXZVdCc0xDeXRLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9b2hvRXRFOEs0ak3SAQA?oc=5,29/11/2019
20,638,Best Amazon Cyber Monday deals of 2019 - Tom's Guide,"<a href=""https://news.google.com/__i/rss/rd/articles/CBMiOGh0dHBzOi8vd3d3LnRvbXNndWlkZS5jb20vbmV3cy9hbWF6b24tY3liZXItbW9uZGF5LWRlYWxz0gEA?oc=5"" target=""_blank"">Best Amazon Cyber Monday deals of 2019</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tom's Guide</font><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpIdk5QQmpvQU1FZmh5Rk9MdHJENW5LQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong>",https://news.google.com/__i/rss/rd/articles/CBMiOGh0dHBzOi8vd3d3LnRvbXNndWlkZS5jb20vbmV3cy9hbWF6b24tY3liZXItbW9uZGF5LWRlYWxz0gEA?oc=5,30/11/2019
21,639,"Black Friday phone savings still available: $500 off an iPhone 11, 11 Pro or Pro Max (just updated) - CNET","<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvYmxhY2stZnJpZGF5LXBob25lLXNhdmluZ3Mtc3RpbGwtYXZhaWxhYmxlLTUwMC1vZmYtYW4taXBob25lLTExLTExLXByby1vci1wcm8tbWF4L9IBAA?oc=5"" target=""_blank"">Black Friday phone savings still available: $500 off an iPhone 11, 11 Pro or Pro Max (just updated)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNET</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMihAFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2dvcmRvbmtlbGx5LzIwMTkvMTEvMzAvc2Ftc3VuZy1jeWJlci1tb25kYXktMjAxOS1iZXN0LWRlYWxzLWdhbGF4eS1zMTAtZ2FsYXh5LW5vdGUtMTAtNGstaGR0di10di1zYWxlcy_SAQA?oc=5"" target=""_blank"">Samsung ‘Cyber Monday’ 2019: Here Are The Best Deals [Updated]</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LndoYXRoaWZpLmNvbS91cy9uZXdzL3RoZS1iZXN0LWlwaG9uZS0xMS1kZWFsLWluLXRoZS1jeWJlci1tb25kYXktZGVhbHMtc2F2ZXMteW91LXVwLXRvLWRvbGxhcjgwMNIBAA?oc=5"" target=""_blank"">The best iPhone 11 deal in the Cyber Monday deals saves you up to $800</a>&nbsp;&nbsp;<font color=""#6f6f6f"">What Hi-Fi?</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiNmh0dHBzOi8vcGVvcGxlLmNvbS90ZWNoL2N5YmVyLW1vbmRheS1waG9uZS1kZWFscy0yMDE5L9IBAA?oc=5"" target=""_blank"">You Can Save Hundreds on the Latest iPhone, Samsung Galaxy, and Google Pixel Phones Right Now</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PEOPLE.com</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vOXRvNXRveXMuY29tLzIwMTkvMTEvMzAvaXBob25lLWRlYWxzLXRoYW5rc2dpdmluZy1ibGFjay1mcmlkYXktMjAxOS_SAQA?oc=5"" target=""_blank"">[Update: New price drops and promos] Best Cyber Monday iPhone deals include FREE iPhone 11, more</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5Toys</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlNOHR2QmpvQU1FZEFGSk5hNl9XRnpLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvYmxhY2stZnJpZGF5LXBob25lLXNhdmluZ3Mtc3RpbGwtYXZhaWxhYmxlLTUwMC1vZmYtYW4taXBob25lLTExLTExLXByby1vci1wcm8tbWF4L9IBAA?oc=5,30/11/2019
22,640,Pete Davidson Requires Fans to Sign $1 Million NDA Before Comedy Shows - E! Online,"<a href=""https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL25ld3MvMTA5ODMxMy9wZXRlLWRhdmlkc29uLXJlcG9ydGVkbHktcmVxdWlyZXMtZmFucy10by1zaWduLTEtbWlsbGlvbi1uZGEtYmVmb3JlLWhpcy1jb21lZHktc2hvd3PSAQA?oc=5"" target=""_blank"">Pete Davidson Requires Fans to Sign $1 Million NDA Before Comedy Shows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">E! Online</font><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWl6LTdmQmpvQU1FZGh3RENRQndaWkJLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong>",https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL25ld3MvMTA5ODMxMy9wZXRlLWRhdmlkc29uLXJlcG9ydGVkbHktcmVxdWlyZXMtZmFucy10by1zaWduLTEtbWlsbGlvbi1uZGEtYmVmb3JlLWhpcy1jb21lZHktc2hvd3PSAQA?oc=5,1/12/2019
23,641,"Mama June Pulls Out Cash At ATM, No Sign of Family - TMZ","<a href=""https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LnRtei5jb20vMjAxOS8xMi8wMS9tYW1hLWp1bmUtcHVsbC1vdXQtY2FzaC1hdG0tdGhhbmtzZ2l2aW5nLW5vLWZhbWlseS1yZXVuaW9uLWdlbm8v0gEA?oc=5"" target=""_blank"">Mama June Pulls Out Cash At ATM, No Sign of Family</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TMZ</font>",https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LnRtei5jb20vMjAxOS8xMi8wMS9tYW1hLWp1bmUtcHVsbC1vdXQtY2FzaC1hdG0tdGhhbmtzZ2l2aW5nLW5vLWZhbWlseS1yZXVuaW9uLWdlbm8v0gEA?oc=5,1/12/2019
24,642,Baby Yoda sipping soup meme threatens to replace Kermit sipping tea - CNET,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvdGhlLW5ldy1iYWJ5LXlvZGEtc2lwcGluZy1zb3VwLW1lbWUtaGFzLXNvLW1hbnktdXNlcy_SAQA?oc=5"" target=""_blank"">Baby Yoda sipping soup meme threatens to replace Kermit sipping tea</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNET</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmNoZWF0c2hlZXQuY29tL2VudGVydGFpbm1lbnQvcmlhbi1qb2huc29uLWp1c3QtZ2F2ZS1hLXNwb2lsZXItYWJvdXQtYmFieS15b2Rhcy1mdXR1cmUuaHRtbC_SAQA?oc=5"" target=""_blank"">Rian Johnson Just Gave a Spoiler About Baby Yoda's Future</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Showbiz Cheat Sheet</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiOGh0dHBzOi8vY29sbGlkZXIuY29tL3RoZS1tYW5kYWxvcmlhbi1lcGlzb2RlLTQtdGhlb3JpZXMv0gEA?oc=5"" target=""_blank"">The Mandalorian Episode 4 Theories: Who Is Cara Dune?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Collider.com</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vcGptZWRpYS5jb20vbGlmZXN0eWxlL3RoZS1tYW5kYWxvcmlhbi1pcy1vbi10cmFjay10by1iZS10aGUtYmVzdC1zdGFyLXdhcnMtaW4tYWdlcy_SAQA?oc=5"" target=""_blank"">The Mandalorian Is on Track to Be the Best Star Wars in Ages</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PJ Media</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vZmFuZmVzdC5jb20vMjAxOS8xMS8zMC9iYWJ5LXlvZGEtYWRvcmFibGUtYmVoaW5kLXRoZS1zY2VuZXMtZm9vdGFnZS1qb24tZmF2cmVhdS1tYW5kYWxvcmlhbi_SAQA?oc=5"" target=""_blank"">'Baby Yoda': Adorable Behind The Scenes Footage</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FanFest News</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpBOXZIQWpvQU1FYTlvWVhZN3Q0d2ZLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvdGhlLW5ldy1iYWJ5LXlvZGEtc2lwcGluZy1zb3VwLW1lbWUtaGFzLXNvLW1hbnktdXNlcy_SAQA?oc=5,30/11/2019
25,643,Gabrielle Union shares sweet snap of Dwyane Wade kissing her on forehead amid AGT controversy - Daily Mail,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMijgFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtNzc0MDc3OS9HYWJyaWVsbGUtVW5pb24tc2hhcmVzLXN3ZWV0LXNuYXAtRHd5YW5lLVdhZGUta2lzc2luZy1mb3JlaGVhZC1hbWlkLUFHVC1jb250cm92ZXJzeS5odG1s0gEA?oc=5"" target=""_blank"">Gabrielle Union shares sweet snap of Dwyane Wade kissing her on forehead amid AGT controversy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Daily Mail</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LndicnouY29tL25ld3MvZ2FicmllbGxlLXVuaW9uLXN1cHBvcnRlZC1ieS1mZWxsb3ctY2VsZWJyaXRpZXMtZm9sbG93aW5nLWNvbnRyb3ZlcnNpYWwtYWd0LWV4aXQv0gEA?oc=5"" target=""_blank"">Gabrielle Union supported by fellow celebrities following controversial AGT exit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WBRZ</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMinQFodHRwczovL3d3dy5jaGVhdHNoZWV0LmNvbS9lbnRlcnRhaW5tZW50L2dhYnJpZWxsZS11bmlvbi1wb3N0cy1zd2VldC1waWN0dXJlLXdpdGgtZHd5YW5lLXdhZGUtYW5kLXdyaXRlcy1hYm91dC1zdXBwb3J0LWFmdGVyLWFtZXJpY2FzLWdvdC10YWxlbnQtZmlyaW5nLmh0bWwv0gEA?oc=5"" target=""_blank"">Gabrielle Union Posts Sweet Picture with Dwyane Wade and Writes About Support After 'America's Got Talent' Firing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Showbiz Cheat Sheet</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3Lmtob24yLmNvbS90b3Atc3Rvcmllcy9nYWJyaWVsbGUtdW5pb24tc3BlYWtzLW91dC1hbWlkLXJlcG9ydHMtc2hlcy1vZmYtbmJjLXNob3cv0gEA?oc=5"" target=""_blank"">Gabrielle Union speaks out amid reports she’s off NBC show</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KHON2</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3Lmdvb2Rtb3JuaW5nYW1lcmljYS5jb20vY3VsdHVyZS9zdG9yeS9lbGxlbi1wb21wZW8tdHdlZXRzLXN1cHBvcnQtZ2FicmllbGxlLXVuaW9uLWNvbnRyb3ZlcnNpYWwtYWd0LTY3MzgzODU30gEA?oc=5"" target=""_blank"">Ellen Pompeo tweets support for Gabrielle Union after controversial 'AGT' exit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GMA</font></li><li><strong><a href=""https://news.google.com/stories/CAAqhwEICiKAAUNCSVNXam9KYzNSdmNua3RNell3U2swS0VRaWhvOGFfam9BTUVaLUJfUklHRXlBTUVqaEhZV0p5YVdWc2JHVWdWVzVwYjI0Z2RIZGxaWFJsWkNCaFltOTFkQ0JuY21GMGFYUjFaR1VnWVdaMFpYSWdKMEZIVkNjZ1pYaHBkQ2dBUAE?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMijgFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtNzc0MDc3OS9HYWJyaWVsbGUtVW5pb24tc2hhcmVzLXN3ZWV0LXNuYXAtRHd5YW5lLVdhZGUta2lzc2luZy1mb3JlaGVhZC1hbWlkLUFHVC1jb250cm92ZXJzeS5odG1s0gEA?oc=5,30/11/2019
26,644,Auburn's upset of Alabama in Iron Bowl leads a wild Week 14 - ESPN,"<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3LmVzcG4uY29tL2NvbGxlZ2UtZm9vdGJhbGwvc3RvcnkvXy9wYWdlL2dhbWVkYXlmaW5hbDE5MTEzMC9hdWJ1cm4tdXBzZXQtYWxhYmFtYS1pcm9uLWJvd2wtbGVhZHMtd2lsZC13ZWVrLTE00gEA?oc=5"" target=""_blank"">Auburn's upset of Alabama in Iron Bowl leads a wild Week 14</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmJhbm5lcnNvY2lldHkuY29tLzIwMTkvMTIvMS8yMDk4ODMwMC90aGUtdG9wLXdoYXRldmVyLWFjdHVhbGx5LXRoYXQtaXJvbi1ib3dsLW1hZGUtcGVyZmVjdC1zZW5zZdIBAA?oc=5"" target=""_blank"">The Top Whatever: Actually, that Iron Bowl made perfect sense</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Banner Society</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9cEwxSW1iRDJsSmvSAQA?oc=5"" target=""_blank"">#5 Alabama vs #15 Auburn Highlights: Bama suffers HUGE loss in a wild 2019 Iron Bowl | CBS Sports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS Sports</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHA6Ly9hYmMzMzQwLmNvbS9uZXdzL2xvY2FsL2F1YnVybi1hbGFiYW1hLWZhbnMtcmVhY3QtdG8tbmFpbC1iaXRpbmctaXJvbi1ib3dsLTIwMTnSAQA?oc=5"" target=""_blank"">Auburn, Alabama fans react to nail biting Iron Bowl 2019</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Alabama's News Leader</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LmVzcG4uY29tL2NvbGxlZ2UtZm9vdGJhbGwvc3RvcnkvXy9pZC8yODE5NzcwOS91bmZhaXItZW5kLWdhbWUtcGVuYWx0eS1uaWNrLXNhYmFuLWdyaXBlcy1pcm9uLWJvd2wtb2ZmaWNpYXRpbmfSAQA?oc=5"" target=""_blank"">'Unfair' end-of-game penalty among Nick Saban's gripes with Iron Bowl officiating</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWl1N29mQmpvQU1FUUx1eVAtb3doRTRLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3LmVzcG4uY29tL2NvbGxlZ2UtZm9vdGJhbGwvc3RvcnkvXy9wYWdlL2dhbWVkYXlmaW5hbDE5MTEzMC9hdWJ1cm4tdXBzZXQtYWxhYmFtYS1pcm9uLWJvd2wtbGVhZHMtd2lsZC13ZWVrLTE00gEA?oc=5,1/12/2019
27,645,"HAWKS at ROCKETS | FULL GAME HIGHLIGHTS | November 30, 2019 - NBA","<ol><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9eWYzODliWU8zdWPSAQA?oc=5"" target=""_blank"">HAWKS at ROCKETS | FULL GAME HIGHLIGHTS | November 30, 2019</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBA</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3LmVzcG4uY29tL25iYS9zdG9yeS9fL2lkLzI4MTk4MzcyL2phbWVzLWhhcmRlbi1zY29yZXMtNjAtcG9pbnRzLTMtcXVhcnRlcnMtcm9ja2V0cy1ibG93b3V0LXdpbi1oYXdrc9IBAA?oc=5"" target=""_blank"">James Harden scores 60 points in 3 quarters of Rockets' blowout win over Hawks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9QXN2ZF8wbUVUcVXSAQA?oc=5"" target=""_blank"">James Harden Shoots Lights Out From Deep: 60 PTS With 8 3-PT In 3 Quarters</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bleacher Report</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMilgFodHRwczovL3d3dy5wZWFjaHRyZWVob29wcy5jb20vMjAxOS8xMS8zMC8yMDk4OTczNC9hdGxhbnRhLWhhd2tzLXJlY2FwLWhvdXN0b24tcm9ja2V0cy1maW5hbC1zY29yZS1oaWdobGlnaHRzLXZpZGVvLXRyYWUteW91bmctbm92ZW1iZXItYmxvd291dC1oYXJkZW7SAQA?oc=5"" target=""_blank"">Hawks hit rock bottom with 158-111 drubbing in Houston</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Peachtree Hoops</font></li><li><a href=""https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5tc24uY29tL2VuLXVzL3Nwb3J0cy9uYmEvd2F0Y2gtamFtZXMtaGFyZGVuLWhhZC1ncmVhdC1yZWFjdGlvbi10by1maW5kaW5nLW91dC1oZS1qdXN0LW1pc3NlZC1oaXMtY2FyZWVyLWhpZ2gvYXItQkJYelhaWNIBAA?oc=5"" target=""_blank"">Watch: James Harden had great reaction to finding out he just missed his career-high</a>&nbsp;&nbsp;<font color=""#6f6f6f"">msnNOW</font></li><li><strong><a href=""https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlDZ3Z2QWpvQU1FUU1sQlM2UV94R2tLQUFQAQ?oc=5"" target=""_blank"">View full coverage on Google News</a></strong></li></ol>",https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9eWYzODliWU8zdWPSAQA?oc=5,1/12/2019
